citizen_id,canonical_name,cnic,ntn,father_name,city,province,phone,address,filing_status,declared_income,tax_paid,num_sources,sources,merged_record_ids,suspicion_pct,estimated_net_worth,deviation_score,risk_category,estimated_hidden_income,estimated_recoverable_tax,total_vehicle_value,total_property_value,foreign_travel_count,business_count,business_class_trips,avg_monthly_electricity,avg_monthly_gas,vehicle_count,property_count,total_utility_spend,directorship_count,avg_bank_balance
CZ-B9EFB2B4,Sidra Iqbal (سیدرا اقبال),35202-5924142-7,NTN-692721,So Aisha Jafri,Islamabad,ICT,0346-2682370,,Filer,14169840.0,3508210.0,3,"mobile_records,tax_records,banking_indicators","banking_indicators_1663,mobile_records_270,tax_records_2448",18.387435265492524,117904320.0,14.73,A,103734480.0,36307068.0,0.0,97135930.0,1,1,0,0.0,0.0,0,1,0.0,0,20308390.0
CZ-8B887EFD,Rabia Tarar (رابعہ تارار),13302-7511257-6,,So Khalid Ahmad,Peshawar,KPK,0312-5702919,,,,,2,"vehicle_records,banking_indicators","banking_indicators_1664,vehicle_records_688",8.142814382392027,6563350.0,41.22,C,6563350.0,1562172.5,4050000.0,0.0,0,1,0,0.0,0.0,1,0,0.0,0,2113350.0
CZ-4A5AF307,Muhammad Ahmad (محمد اہماد),61101-2820125-5,NTN-907699,So Tahir Jafri,Islamabad,ICT,0301-7175672,,Filer,21495450.0,2564170.0,3,"property_records,tax_records,banking_indicators","banking_indicators_1666,property_records_1881,tax_records_2299",20.61048101242222,104508470.0,14.41,A,83013020.0,29054557.0,0.0,54496960.0,0,0,0,0.0,0.0,0,1,0.0,0,50011510.0
CZ-AF78F972,Hamid Chattha (ہامید چاتتھا),42101-6507835-9,,So Fatima Gilani,Mardan,KPK,0313-6375214,,Filer,13376750.0,,3,"property_records,tax_records,banking_indicators","banking_indicators_1667,property_records_2214,tax_records_1426",13.776943879798264,111777950.0,39.12,B,98401200.0,34440420.0,5850000.0,67423100.0,0,1,0,0.0,0.0,1,1,0.0,0,38104850.0
CZ-F3103FDB,Salman Vrik (سالمان وریک),44000-4930731-4,,So Naveed Hussain,Rawalakot,Azad Kashmir,0332-7127224,,,,,4,"mobile_records,banking_indicators,travel_records,business_records","banking_indicators_1668,business_records_3756,mobile_records_4351,travel_records_62",14.844264591575618,12105690.0,71.89,D,12105690.0,3501991.5,1656600.0,0.0,2,2,0,0.0,0.0,1,0,0.0,0,9529090.0
CZ-C41845DB,Mirza Hussain (مرزا حسین),54000-4500979-4,NTN-626778,So Ibrahim Baig,Hyderabad,Sindh,0301-4147640,,Filer,10612670.0,1834300.0,5,"vehicle_records,mobile_records,business_records,tax_records,banking_indicators","banking_indicators_1669,business_records_2531,mobile_records_2517,tax_records_1876,tax_records_3260,vehicle_records_1763",20.20536812368302,31588760.0,4.67,A,20976090.0,7341631.5,2820000.0,0.0,0,1,0,0.0,0.0,1,0,0.0,0,28368760.0
CZ-092F4BE5,Usman Bhatti (عثمان بہاتتی),35202-1403467-1,,So Malik Abbasi,Skardu,Gilgit-Baltistan,0302-4952873,,,,,2,"mobile_records,banking_indicators","banking_indicators_1670,mobile_records_2280,mobile_records_3818",15.175487563383982,15283865.0,71.94,D,15283865.0,4614352.75,0.0,0.0,2,0,0,0.0,0.0,0,0,0.0,0,15163865.0
CZ-31F59EC0,Amna Nnawaz (آمنہ نناواز),21301-2750174-6,,So Maryam Aslam,Abbottabad,KPK,0311-9348587,,,,,3,"vehicle_records,mobile_records,banking_indicators","banking_indicators_1672,mobile_records_2295,vehicle_records_680",32.39205880403825,34188780.0,74.53,D,34188780.0,11231073.0,4590000.0,0.0,3,0,0,0.0,0.0,1,0,0.0,0,29418780.0
CZ-88B0E39A,Waseem Raza (واسےےم رضا),21301-8697738-9,NTN-731108,So Ahmad Gujjar,Mirpur,Azad Kashmir,0346-7532363,,Filer,1856520.0,,5,"mobile_records,business_records,tax_records,property_records,banking_indicators","banking_indicators_1673,business_records_4264,mobile_records_2148,property_records_2917,tax_records_1558",13.9022570795891,22072950.0,44.47,C,20216430.0,6862054.5,1728000.0,18881410.0,0,2,0,0.0,0.0,1,1,0.0,0,663540.0
CZ-359EF6C2,Naveed Qureshi (ناوےےد قعرےشی),21301-5696475-1,,So Nadia Raza,,,,,,,,1,banking_indicators,banking_indicators_1674,16.625618856958134,41859760.0,67.49,D,41859760.0,13915916.0,0.0,0.0,0,2,0,0.0,0.0,0,0,0.0,0,41059760.0
CZ-5853DD22,Haassan Aslam (ہااسسان اسلام),42101-6584573-9,,So Aisha Rana,Gilgit,Gilgit-Baltistan,0345-2819095,"House 493, Block D, Township, Gilgit",,,,3,"utility_bills,mobile_records,banking_indicators","banking_indicators_1676,mobile_records_409,utility_bills_120",31.59431424127536,1019247190.0,69.74,D,1019247190.0,356001516.5,4580000.0,896404820.0,1,0,0,0.0,0.0,1,2,0.0,0,118202370.0
CZ-9B535633,Nadia Sheikh (نادیا شیخ),61101-3808388-8,NTN-527897,So Sana Ansari,Mirpur,Azad Kashmir,0331-9722474,"House 224, Block A, Gulberg, Mirpur",Filer,3170980.0,,5,"utility_bills,mobile_records,travel_records,tax_records,banking_indicators","banking_indicators_1677,mobile_records_2058,tax_records_3168,travel_records_4639,utility_bills_4889",12.667123353119525,40672060.0,45.21,C,37501080.0,13077476.0,1160000.0,31411380.0,1,0,0,0.0,0.0,1,1,0.0,0,8040680.0
CZ-62DBA05F,Muhammad Khan (محمد خان),35202-9569985-8,NTN-264211,So Hassan Sandhu,Chilas,Gilgit-Baltistan,0311-6597078,"House 294, Block C, Bahria Town, Chilas",Filer,14877030.0,2388700.0,4,"utility_bills,mobile_records,tax_records,banking_indicators","banking_indicators_1678,mobile_records_3915,tax_records_1948,utility_bills_1018",15.803063888826829,181894120.0,25.39,B,167017090.0,58455981.49999999,0.0,148263760.0,0,0,0,0.0,0.0,0,1,0.0,0,33630360.0
CZ-0A3D0979,Asma Shekh (اسما شےخ),13302-4206183-5,,So Imran Syed,Abbottabad,KPK,0346-6568772,,,,,3,"property_records,banking_indicators,business_records","banking_indicators_1679,business_records_402,property_records_3368",7.881314993291211,4647730.0,41.18,C,4647730.0,891705.5,0.0,2680370.0,0,1,0,0.0,0.0,0,1,0.0,0,1567360.0
CZ-B107C139,محمد علی,54000-8118514-7,,So Shoaib Virk,Quetta,Balochistan,0331-5419930,,,,,3,"property_records,mobile_records,banking_indicators","banking_indicators_1680,mobile_records_2436,property_records_138",5.826286493021337,57436090.0,65.87,D,57436090.0,19367631.5,0.0,47343790.0,1,1,0,0.0,0.0,0,1,0.0,0,9632300.0
CZ-F3D45AEF,Shazia Jafri (شازیا جافری),54000-3770699-6,NTN-180513,So Ahmad Khan,,,0300-8239314,,Non-Filer,9837400.0,864880.0,2,"tax_records,banking_indicators","banking_indicators_1681,tax_records_3072",17.62241732081753,8657370.0,25.42,B,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0,0,0.0,0,8597370.0
CZ-D18729D5,Omaar Gilani (وماار گیلانی),42101-8009328-5,,So Rizwan Syed,Muzaffarabad,Azad Kashmir,0332-5608345,,,,,3,"property_records,banking_indicators,business_records","banking_indicators_1682,business_records_1197,property_records_758",28.63694763051766,325375670.0,69.3,D,325375670.0,113146484.5,9200000.0,300159050.0,1,1,0,0.0,0.0,1,3,0.0,0,15556620.0
CZ-B2724247,Noor Rizvi (نور ریزوی),35202-4819578-9,NTN-154352,So Asma Gilani,Chilas,Gilgit-Baltistan,0322-7830920,,Filer,97165490.0,10625420.0,4,"vehicle_records,mobile_records,tax_records,banking_indicators","banking_indicators_1683,mobile_records_4907,tax_records_502,vehicle_records_2394",44.034675843537045,48852570.0,20.35,E,0.0,0.0,6000000.0,0.0,2,2,0,0.0,0.0,1,0,0.0,0,41932570.0
CZ-54E9F6AF,Ali Cheema (علی چیمہ),35202-2004512-5,NTN-932874,So Zubair Butt,Nawabshah,Sindh,0301-2753911,,Filer,6938340.0,495410.0,5,"vehicle_records,mobile_records,tax_records,property_records,banking_indicators","banking_indicators_1684,mobile_records_2848,property_records_4950,tax_records_1853,tax_records_2051,vehicle_records_3228",15.607808566155468,44842810.0,22.28,B,37904470.0,13266564.5,3943000.0,26127850.0,0,1,0,0.0,0.0,2,1,0.0,0,14371960.0
CZ-B88D8BB4,Syedmirza (سیےدمیرزا),44000-6665078-5,NTN-250231,So Khalid Raza,Islamabad,ICT,0303-2918105,,Filer,5030160.0,,3,"mobile_records,tax_records,banking_indicators","banking_indicators_1685,banking_indicators_3169,mobile_records_4164,tax_records_1706,tax_records_3051",14.898778187496308,38030020.0,37.39,B,32999860.0,11549951.0,4753800.0,23430760.0,1,0,0,0.0,0.0,2,1,0.0,0,9785460.0
CZ-E84F208E,Kashif Nawaz (کاشیف نواز),61101-7724174-2,NTN-365926,So Bilal Tarar,Islamabad,ICT,0345-8392365,,Filer,30852960.0,6839130.0,3,"vehicle_records,tax_records,banking_indicators","banking_indicators_1686,tax_records_1218,tax_records_3382,vehicle_records_1042",30.741669316121524,59480130.0,5.27,A,28627170.0,10019509.5,9780000.0,0.0,1,1,0,0.0,0.0,2,0,0.0,0,49240130.0
CZ-C998E097,Tariq Hameed (طارق ہامےےد),35202-8809495-9,NTN-811297,So Omar Jafri,Rawalpindi,Punjab,0312-5789167,,Filer,5285410.0,,4,"mobile_records,tax_records,banking_indicators,travel_records","banking_indicators_1687,mobile_records_4026,tax_records_760,travel_records_361",22.4786108536707,8665780.0,28.37,B,3380370.0,1183129.5,0.0,0.0,2,0,0,0.0,0.0,0,0,0.0,0,8545780.0
CZ-6952928F,Amna Nawaz (آمنہ نواز),61101-6810724-7,NTN-408430,So Khalid Rafiq,Mirpur,Azad Kashmir,0321-6905479,"House 18, Block F, Clifton, Mirpur",Filer,14105090.0,1725340.0,4,"utility_bills,mobile_records,tax_records,banking_indicators","banking_indicators_1688,mobile_records_1208,tax_records_750,tax_records_2023,utility_bills_2315",19.30084593094844,15758130.0,12.69,A,1653040.0,578564.0,0.0,0.0,0,2,0,0.0,0.0,0,0,0.0,0,14958130.0
CZ-B45A5335,Shoaib Latif (شوایب لاتیف),21301-3239922-5,NTN-204109,So So Rizwan Abbasi,Mirpurkhas,Sindh,0301-7954096,,Filer,1721200.0,,3,"mobile_records,tax_records,banking_indicators","banking_indicators_1689,mobile_records_1290,tax_records_663",14.130743148229874,6927380.0,27.12,B,5206180.0,1581403.0,1336000.0,3936370.0,1,0,0,0.0,0.0,1,1,0.0,0,1595010.0
CZ-A455FB6D,Muhammad Karim (محمد کاریم),54000-3336991-3,,So Rukhsar Raja,Karachi,Sindh,0302-3469063,,,,,3,"vehicle_records,banking_indicators,travel_records","banking_indicators_1690,travel_records_339,vehicle_records_316",10.279377619254538,19432605.0,66.54,D,19432605.0,6066411.75,5265000.0,0.0,1,0,0,0.0,0.0,1,0,0.0,0,14107605.0
CZ-45249E16,Aamir Bhatti (اامیر بہاتتی),42101-1348529-8,NTN-795007,So Fatima Iqbal,Muzaffarabad,Azad Kashmir,0322-4225237,"House 435, Block G, Gulshan-e-Iqbal, Muzaffarabad",,207640.0,,4,"property_records,tax_records,banking_indicators,utility_bills","banking_indicators_1691,property_records_1614,tax_records_1674,utility_bills_3917",9.86283517862021,4163180.0,34.0,B,3955540.0,722113.0,0.0,2756530.0,0,1,0,0.0,0.0,0,1,0.0,0,1006650.0
CZ-02692944,Hamid Virk (ہامید ورک),13302-8286828-8,,So مریم چودھری,Khuzdar,Balochistan,0302-8181112,"House 71, Block F, Gulshan-e-Iqbal, Khuzdar",,,,4,"property_records,utility_bills,banking_indicators,vehicle_records","banking_indicators_1693,property_records_905,utility_bills_4808,vehicle_records_882",21.46846164597346,163674015.0,68.22,D,163674015.0,56550905.25,8372000.0,129980220.0,0,1,0,0.0,0.0,3,1,0.0,0,24921795.0
CZ-19AD33EA,Hassan Gilani (حسن گیلانی),35202-7562960-4,NTN-859912,So Asma Iqbal,Gilgit,Gilgit-Baltistan,0332-2432902,"House 1, Block C, Cavalry Ground, Gilgit",Filer,23285380.0,1973250.0,5,"utility_bills,mobile_records,travel_records,tax_records,banking_indicators","banking_indicators_1694,mobile_records_2999,tax_records_3145,travel_records_4075,utility_bills_2155",9.341083734181776,165276730.0,25.65,B,141991350.0,49696972.5,0.0,151062400.0,1,1,0,0.0,0.0,0,1,0.0,0,13754330.0
CZ-25CD6F7D,Rana Ali (رانا علی),42101-7029060-7,,So زینب علی,Multan,Punjab,0331-9864053,"House 218, Block G, Gulberg, Multan",,,,4,"utility_bills,mobile_records,banking_indicators,business_records","banking_indicators_1697,business_records_3003,mobile_records_1381,utility_bills_2795",9.959899773732506,10202070.0,66.49,D,10202070.0,2835724.5,0.0,0.0,0,1,0,0.0,0.0,0,0,0.0,0,9802070.0
CZ-3B908E40,Sheikh Hussain (شیخ حسین),54000-4454568-6,,So Naeem Cheema,Chilas,Gilgit-Baltistan,0302-6025126,,,,,2,"mobile_records,banking_indicators","banking_indicators_1699,mobile_records_4777",9.176900416598688,27602300.0,66.38,D,27602300.0,8925805.0,1635000.0,0.0,0,1,0,0.0,0.0,1,0,0.0,0,25567300.0
CZ-0D905FC5,Baig Gondal (بایگ گوندل),35202-1075656-3,,So Salman Rizvi,Muzaffarabad,Azad Kashmir,0311-6291618,,,,,2,"mobile_records,banking_indicators","banking_indicators_1700,mobile_records_4706",10.60655997447222,25630000.0,66.59,D,25630000.0,8235499.999999999,0.0,0.0,1,0,0,0.0,0.0,0,0,0.0,0,25570000.0
CZ-338284FD,Naqvi Uzma (ناقوی عزما),21301-3309811-2,NTN-130833,So Asif Chaudhry,Karachi,Sindh,0346-7628708,,Non-Filer,5354760.0,,5,"mobile_records,travel_records,business_records,tax_records,banking_indicators","banking_indicators_1701,business_records_3294,mobile_records_1521,tax_records_1934,tax_records_2928,travel_records_1653",17.55977199395199,7989165.0,37.63,B,2634405.0,922041.75,0.0,0.0,2,1,0,0.0,0.0,0,0,0.0,0,7469165.0
CZ-89741050,Kashif Ali (کاشیف علی),61101-9415201-2,,So Waseem Cheema,Mirpur,Azad Kashmir,0302-9907075,,,,,2,"mobile_records,banking_indicators","banking_indicators_1703,mobile_records_4131",19.62796586338815,106005910.0,67.94,D,106005910.0,36367068.5,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,106005910.0
CZ-F211E227,Arif Bhatit (اریف بہاتیت),54000-4936074-1,NTN-630735,So Saira Baig,Bannu,KPK,0302-5363341,,Filer,6103240.0,884020.0,4,"property_records,mobile_records,tax_records,banking_indicators","banking_indicators_1704,mobile_records_240,property_records_1008,tax_records_451",30.45175990188168,114203550.0,37.69,B,108100310.0,37835108.5,9960000.0,98061590.0,2,2,0,0.0,0.0,2,2,0.0,0,5261960.0
CZ-DA8B80AA,Hussain Bukhari (حسین بعخاری),13302-5351451-7,NTN-261078,So Usman Mirza,Karachi,Sindh,0322-4810808,,Filer,2029050.0,,3,"property_records,tax_records,banking_indicators","banking_indicators_1706,property_records_3492,tax_records_4919",9.770258216417538,15659310.0,37.03,B,13630260.0,4591401.0,2352000.0,7367940.0,0,1,0,0.0,0.0,1,1,0.0,0,5539370.0
CZ-C8446C06,Ali Malik (علی ملک),13302-1906432-8,NTN-685796,So Faisal Qureshi,Islamabad,ICT,0312-7034887,,Filer,40794030.0,9125380.0,3,"mobile_records,tax_records,banking_indicators","banking_indicators_1707,mobile_records_513,tax_records_1077",31.945831372388568,146301690.0,5.8,A,105507660.0,36927681.0,0.0,116795580.0,2,0,0,0.0,0.0,0,1,0.0,0,29386110.0
CZ-95EE8E50,Mewish Ahmad (مےویش اہماد),13302-1458383-1,NTN-817108,So محمد احمد,Mirpurkhas,Sindh,0301-6410595,,Filer,4652290.0,,4,"vehicle_records,mobile_records,tax_records,banking_indicators","banking_indicators_1708,mobile_records_3270,tax_records_3278,tax_records_3702,vehicle_records_2292",16.534055049402507,50326940.0,43.61,C,45674650.0,15986127.5,6304000.0,40428800.0,1,1,0,0.0,0.0,2,2,0.0,0,3134140.0
CZ-D992AD23,Omar Gilani (ومار گیلانی),21301-9686324-7,,So Zainab Hashmi,Faisalabad,Punjab,0345-5366937,,,,,3,"mobile_records,banking_indicators,business_records","banking_indicators_1709,business_records_923,mobile_records_1575",24.152786734802746,149465390.0,73.29,D,149465390.0,51577886.5,0.0,0.0,2,1,0,0.0,0.0,0,0,0.0,0,148945390.0
CZ-28FF797A,Aisha Gujjar (ایشا گعججار),54000-5038121-1,NTN-415343,So Qureshi Zaidi,Mirpur,Azad Kashmir,0321-6527255,,Non-Filer,2961790.0,,4,"mobile_records,tax_records,banking_indicators,business_records","banking_indicators_1710,banking_indicators_2192,business_records_4440,mobile_records_3770,tax_records_4452,tax_records_4514",9.59478029110552,24785540.0,48.51,C,21823750.0,7569491.5,6400000.0,12185410.0,0,1,0,0.0,0.0,1,1,0.0,0,5800130.0
CZ-0DE62740,Sallman Ahmad (ساللمان اہماد),44000-9694184-3,,So Kamran Ahmad,Khuzdar,Balochistan,0311-5456861,,,,,3,"vehicle_records,mobile_records,banking_indicators","banking_indicators_1711,mobile_records_2806,vehicle_records_4043",20.76875071205884,131167180.0,72.78,D,131167180.0,45173513.0,4628000.0,0.0,2,0,0,0.0,0.0,1,0,0.0,0,126419180.0
CZ-6711871D,Zainab Hussain (زینب حسین),13302-3358453-5,,So Kashif Akhtar,Gilgit,Gilgit-Baltistan,0303-9093231,,Filer,6713340.0,1127080.0,3,"mobile_records,tax_records,banking_indicators","banking_indicators_1712,mobile_records_4160,tax_records_3142",7.689448584298953,61993940.0,14.91,A,55280600.0,19348210.0,3348000.0,51312700.0,1,1,0,0.0,0.0,1,1,0.0,0,6873240.0
CZ-D73F34E0,Bilal Raja (بلال راجا),13302-3348331-7,NTN-173994,So Nadia Zaidi,Multan,Punjab,0312-9664623,"House 422, Block F, Township, Multan",Filer,188160770.0,9965610.0,4,"utility_bills,mobile_records,tax_records,banking_indicators","banking_indicators_1713,mobile_records_1200,tax_records_1341,utility_bills_2679",63.78871204515006,1653803710.0,42.13,C,1465642940.0,512975029.0,9810000.0,1268460320.0,1,2,0,0.0,0.0,1,1,0.0,0,374673390.0
CZ-F71DE162,Salman Sandhu (سالمان ساندہع),61101-6267145-8,,So Sidra Zaidi,Gilgit,Gilgit-Baltistan,0345-5447210,,,,,2,"property_records,banking_indicators","banking_indicators_1714,property_records_3752",43.01997704390524,828282105.0,71.45,D,828282105.0,289163736.75,13080000.0,749739800.0,0,0,0,0.0,0.0,1,2,0.0,0,65462305.0
CZ-40642A43,Qureshi Bukhari (قعرےشی بعخاری),54000-2509005-7,,So Mirza Rafiq,Skardu,Gilgit-Baltistan,0345-3257646,,,,,2,"property_records,banking_indicators","banking_indicators_1715,property_records_3700",8.382748947688622,47503650.0,66.26,D,47503650.0,15891277.499999998,0.0,44739940.0,1,0,0,0.0,0.0,0,1,0.0,0,2703710.0
CZ-C4802197,Arif Ansari (اریف انساری),21301-8656484-4,NTN-597766,So Sidra Sandhu,Mirpur,Azad Kashmir,0331-6090854,,Filer,22109360.0,3598050.0,4,"property_records,tax_records,banking_indicators,travel_records","banking_indicators_1717,property_records_2768,tax_records_2801,travel_records_662",11.929000193580208,281486320.0,26.8,B,259376960.0,90781936.0,2145000.0,217175490.0,1,1,0,0.0,0.0,1,1,0.0,0,61705830.0
CZ-A516468B,Faisal Gilani (فایسال گیلانی),21301-3253530-9,,So Aamir Ansari,Quetta,Balochistan,0332-5539716,,,,,2,"mobile_records,banking_indicators","banking_indicators_1719,mobile_records_2645",18.579891883069543,81042620.0,67.79,D,81042620.0,27629917.0,1032000.0,0.0,0,0,0,0.0,0.0,1,0,0.0,0,80010620.0
CZ-7B574A44,Muhammad Rafiq (محمد رافیق),61101-1816097-1,NTN-143975,So Shoaib Bhatti,Multan,Punjab,0302-6556214,,Filer,4232000.0,,5,"mobile_records,business_records,tax_records,property_records,banking_indicators","banking_indicators_1720,business_records_1085,mobile_records_1093,property_records_4885,tax_records_3685",21.285487949336336,44072430.0,43.79,C,39840430.0,13944150.5,0.0,41223260.0,0,2,0,0.0,0.0,0,2,0.0,0,2049170.0
CZ-4DE75A1B,عائشہ احمد,35202-2518294-8,,So Bushra Ali,Chilas,Gilgit-Baltistan,0301-3104700,,,,,2,"property_records,banking_indicators","banking_indicators_1721,property_records_4303",11.720421464014509,328683240.0,66.76,D,328683240.0,114304134.0,3340000.0,260241150.0,0,1,0,0.0,0.0,1,1,0.0,0,64702090.0
CZ-52677F0E,Tariq Raza (طارق رضا),44000-3768343-8,NTN-829233,So So Mirza Sandhu,Nawabshah,Sindh,0313-3646667,,Non-Filer,303460.0,,3,"mobile_records,tax_records,banking_indicators","banking_indicators_1722,mobile_records_2241,tax_records_2856",14.1432157692306,13842720.0,77.08,D,13539260.0,4109952.0,10230000.0,1855280.0,1,0,0,0.0,0.0,2,1,0.0,0,1697440.0
CZ-08BEDDD8,Faisal Hameed (فایسال ہامےےد),13302-5081724-2,NTN-930101,So Saira Qureshi,Mirpur,Azad Kashmir,0312-9425599,,Filer,2256980.0,,4,"vehicle_records,tax_records,banking_indicators,business_records","banking_indicators_1723,business_records_4901,tax_records_3633,tax_records_4436,vehicle_records_364",24.96251039888069,5490470.0,28.74,B,3233490.0,992419.5,1482000.0,0.0,0,1,0,0.0,0.0,2,0,0.0,0,3608470.0
CZ-DDC9650A,Shazia Qureshi (شازیا قعرےشی),42101-5736017-3,,So Rabia Virk,Rawalakot,Azad Kashmir,0301-8853827,,,,,2,"mobile_records,banking_indicators","banking_indicators_1724,mobile_records_2966",22.558777864806736,669873160.0,68.38,D,669873160.0,233720606.0,4020000.0,653191400.0,0,0,0,0.0,0.0,1,2,0.0,0,12661760.0
CZ-2930968D,B Ansari (ب انساری),13302-5029961-8,,So Saira Gilani,Rawalakot,Azad Kashmir,0301-3955611,,,,,4,"vehicle_records,mobile_records,banking_indicators,business_records","banking_indicators_1725,business_records_2742,mobile_records_2794,vehicle_records_3676",8.484995633365367,30778220.0,66.27,D,30778220.0,10037377.0,2412000.0,0.0,0,1,0,0.0,0.0,1,0,0.0,0,27966220.0
CZ-6BAB7E51,Hina Rizvi (ہینا ریزوی),35202-4231387-6,NTN-686335,So Asma Aslam,Hub,Balochistan,0333-3136181,,Filer,27922730.0,5227370.0,4,"mobile_records,tax_records,banking_indicators,business_records","banking_indicators_1726,business_records_1481,business_records_4108,mobile_records_1797,tax_records_4997",21.589133566164985,121703180.0,7.46,A,93780450.0,32823157.5,0.0,80197350.0,1,2,0,0.0,0.0,0,1,0.0,0,40645830.0
CZ-1B54287A,Khalid Rafiiq (خالد رافییق),13302-4295267-3,NTN-718503,So Syed Ali,Abbottabad,KPK,0312-5057289,"House 458, Block H, North Nazimabad, Karachi",Filer,21726900.0,3908190.0,5,"utility_bills,mobile_records,tax_records,property_records,banking_indicators","banking_indicators_1727,mobile_records_784,property_records_2084,tax_records_1157,tax_records_1228,utility_bills_1494",21.72366334084124,114384740.0,9.16,A,92657840.0,32430244.0,0.0,76743980.0,0,2,0,0.0,0.0,0,1,0.0,0,36840760.0
CZ-7C63FFEA,Naaeem Iqbal (نااےےم اقبال),21301-5585262-5,NTN-387741,So Waseem Rafiq,Islamabad,ICT,0346-4569422,,Filer,54457010.0,7537800.0,4,"property_records,mobile_records,tax_records,banking_indicators","banking_indicators_1728,mobile_records_3550,property_records_803,tax_records_3295",38.4322249017759,360650920.0,23.53,B,306193910.0,107167868.5,10925000.0,243394410.0,2,0,0,0.0,0.0,2,1,0.0,0,106211510.0
CZ-169E0D21,Rukhsar Butt (رعخسار بعتت),54000-8219354-9,NTN-408449,So Aisha Sheikh,Bahawalpur,Punjab,0312-6726595,,Filer,15906220.0,1708980.0,4,"property_records,tax_records,banking_indicators,vehicle_records","banking_indicators_1729,property_records_384,tax_records_1423,tax_records_3987,vehicle_records_1372",8.429489727952898,129101850.0,24.78,B,113195630.0,39618470.5,1520000.0,124381290.0,1,1,0,0.0,0.0,1,1,0.0,0,2740560.0
CZ-12559546,Ibrahim Sheikh (یبراہیم شیخ),44000-6524543-8,NTN-606108,So Sidra Chattha,Karachi,Sindh,0303-6308924,,Filer,3207190.0,,3,"mobile_records,tax_records,banking_indicators","banking_indicators_1730,mobile_records_4716,tax_records_3556",24.05178766548752,11055310.0,28.61,B,7848120.0,2702201.5,3196000.0,0.0,1,0,0,0.0,0.0,2,0,0.0,0,7799310.0
CZ-D3721BF1,Noor Zaidi (نور زایدی),44000-5331630-7,NTN-848497,So Rukhsar Mirza,Skardu,Gilgit-Baltistan,0303-5573719,,Filer,40276000.0,8568280.0,3,"mobile_records,tax_records,banking_indicators","banking_indicators_1731,mobile_records_3324,tax_records_3328",32.09951168265965,459697160.0,23.83,B,419421160.0,146797406.0,9025000.0,393427330.0,1,0,0,0.0,0.0,1,2,0.0,0,57184830.0
CZ-94DDF176,Bilal Zaidi (بلال زایدی),54000-4372867-3,NTN-833631,So Ibrahim Chattha,,,0322-9103708,,Filer,16529610.0,2528960.0,2,"tax_records,banking_indicators","banking_indicators_1733,tax_records_1343,tax_records_2096",17.295773463291287,11234740.0,9.23,A,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,11234740.0
CZ-D9A49961,Malik Rana (ملک رانا),21301-2169016-6,,So Arif Ansari,Khuzdar,Balochistan,0321-4450093,,,,,3,"property_records,mobile_records,banking_indicators","banking_indicators_1735,mobile_records_3921,property_records_1727",17.62696482906707,230095050.0,67.64,D,230095050.0,79798267.5,2144000.0,202149110.0,0,2,0,0.0,0.0,1,2,0.0,0,25001940.0
CZ-B14C1705,Ali Bukhari (علی بعخاری),42101-9335292-5,NTN-352661,So Sidra Nawaz,Larkana,Sindh,0332-1273567,,Filer,14891710.0,1882040.0,3,"vehicle_records,tax_records,banking_indicators","banking_indicators_1736,tax_records_3342,vehicle_records_2337,vehicle_records_2600",23.68076107511232,40940700.0,13.04,A,26048990.0,9117146.5,9975000.0,0.0,1,1,0,0.0,0.0,2,0,0.0,0,30505700.0
CZ-82B30697,Rizvi Naveed (ریزوی ناوےےد),61101-1298621-8,NTN-204489,So Hina Qureshi,Turbat,Balochistan,0321-4868056,"House 434, Block D, I-8, Turbat",Filer,4150580.0,,5,"vehicle_records,utility_bills,business_records,tax_records,banking_indicators","banking_indicators_1738,business_records_1440,tax_records_2607,utility_bills_397,vehicle_records_1814",20.01492061430423,15085440.0,28.0,B,10934860.0,3827201.0,7704000.0,0.0,0,1,0,0.0,0.0,2,0,0.0,0,6981440.0
CZ-CE2E3686,Aisha Virk (ایشا ورک),13302-1887084-9,NTN-929479,So Salman Latif,Rawalakot,Azad Kashmir,0300-3018016,,Filer,16476770.0,1732740.0,3,"mobile_records,tax_records,banking_indicators","banking_indicators_1739,mobile_records_2549,tax_records_1126",9.309062234041132,85620780.0,14.9,A,69144010.0,24200403.5,2232000.0,63078020.0,0,1,0,0.0,0.0,1,1,0.0,0,19910760.0
CZ-F6C399A1,Raja Cheema (راجا چیمہ),35202-5915913-7,,So Iqra Ali,Rawalpindi,Punjab,0301-4797673,,,,,2,"vehicle_records,banking_indicators","banking_indicators_1740,vehicle_records_4595",11.105207912211943,24364870.0,66.67,D,24364870.0,7792704.5,1680000.0,0.0,0,0,0,0.0,0.0,1,0,0.0,0,22684870.0
CZ-B012DC88,Naeem Rizvi (ناےےم ریزوی),61101-8767916-9,NTN-722870,So Salman Nawaz,Mirpurkhas,Sindh,0303-8728009,,Filer,58777370.0,7752580.0,3,"mobile_records,tax_records,banking_indicators","banking_indicators_1741,mobile_records_887,tax_records_1497",30.60305659247795,494743980.0,27.93,B,435966610.0,152588313.5,4900000.0,368479230.0,0,0,0,0.0,0.0,1,1,0.0,0,121364750.0
